"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-05-10 00:00:00","3432 N 16TH ST, MILWAUKEE, WI, 53206-2339","Missed Collection: Garbage","","did not pick up hardship collection"
"2025-05-10 00:00:00","2704 E LOCUST ST","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush is bagged and on Hackett side of property."
"2025-05-10 00:00:00","3022 N CAMBRIDGE AV, MILWAUKEE, WI, 53211-3217","Dead Animal","","dog in alley"
"2025-05-10 00:00:00","3509 S 33RD ST, MILWAUKEE, WI, 53221-1116","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","In front of house at curb"
"2025-05-10 00:00:00","3370 N DOWNER AV, MILWAUKEE, WI, 53211-2933","All Other Signs","","crosswalk sign down"
"2025-05-10 00:00:00","2912 S 48TH ST, MILWAUKEE, WI, 53219-3303","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Will be on my slab in the alley."
"2025-05-10 00:00:00","2764 N 84TH ST, MILWAUKEE, WI, 53222-4756","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","2658 N LAKE DR, MILWAUKEE, WI, 53211-3837","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Branches"
"2025-05-10 00:00:00","4581 W WISCONSIN AV","Street Name Signs","","Graffiti covering Wisconsin ave. Sign"
"2025-05-10 00:00:00","3601 S 13TH ST, MILWAUKEE, WI, 53221-1722","Garbage Cart: Additional","",""
"2025-05-10 00:00:00","5838 N 41ST ST, MILWAUKEE, WI, 53209-3929","Potholes","","This pothole is tearing people vehicles up also this pothole is directly in front of my drive way and it’s getting very deep.. I have reported this 2 weeks ago"
"2025-05-10 00:00:00","4661 N 68TH ST, MILWAUKEE, WI, 53218-4825","Construction Concerns","","Hi, the replacement of gas lines and gas meter relocation to exterior of the homes on our block(4600 N 68th street) a while ago has left bald spots in all our yards. Please have a supervisor or someone review, Please call me if questions or need to meet or if I need to contact another city office, thanks

tim 414 588 8365"
"2025-05-10 00:00:00","3449 N NEWHALL ST, MILWAUKEE, WI, 53211-2806","Garbage Cart: Missing","","Our second garbage cart disappeared last fall. We are a three unit property and need the second cart."
"2025-05-10 00:00:00","3449 N NEWHALL ST, MILWAUKEE, WI, 53211-2806","Recycling Cart: Missing","","We are a three unit household. At one time we had three recycling carts. One cart disappeared last fall. Another car disappeared this past Friday, 5/9/25, our regularly scheduled pick up day. We would like at least one more replaced, two would be ideal."
"2025-05-10 00:00:00","2402 W FOREST HOME AV","All Other Signs","","Eastbound far right DW-W signal needs refocus at Forest Home and Lincoln"
"2025-05-10 00:00:00","735 S 1ST ST, MILWAUKEE, WI, 53204-1802","Potholes","","In southbound lane near the centerline"
"2025-05-10 00:00:00","2000 W BECHER ST","All Other Signs","","R10-11b sign going NE on Forest Home at Becher is deteriorated and should be replaced"
"2025-05-10 00:00:00","6234 W IDAHO ST, MILWAUKEE, WI, 53219-3044","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","brush , trees , branches"
"2025-05-10 00:00:00","5265 S 21ST ST, MILWAUKEE, WI, 53221-3818","Light Pole Splice Box Open","2025-05-11 00:00:00","Light pole on the SW corner of S. 21st Street and Clayton Crest has an electrical box cover plate damaged and off of the box.  Wires are exposed."
"2025-05-10 00:00:00","3015 N 73RD ST, MILWAUKEE, WI, 53210-1068","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","2332 W BOLIVAR AV, MILWAUKEE, WI, 53221-0000","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","3339 N 77TH ST, MILWAUKEE, WI, 53222-3911","No Mow May Registration","",""
"2025-05-10 00:00:00","3465 N 94TH ST, MILWAUKEE, WI, 53222-3553","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","brushj"
"2025-05-10 00:00:00","1336 W BIRCH CT, MILWAUKEE, WI, 53209-5118","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush pickup close to curb. Thank you."
"2025-05-10 00:00:00","5635 W SILVER SPRING DR, MILWAUKEE, WI, 53218-3264","Construction Concerns","","fresh cement was rolled over by a car damaging the cement"
"2025-05-10 00:00:00","419 W BOTTSFORD AV, MILWAUKEE, WI, 53207-4953","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","6740 N 107TH ST, MILWAUKEE, WI, 53224-5008","Bulky Pickup & San Inspector Notification","","3 bulky pickup items at end of driveway"
"2025-05-10 00:00:00","4716 N 51ST BL, MILWAUKEE, WI, 53218-5106","Potholes","","Large pothole on west side of N. 51st Street blvd. Approximately one block south of Hampton Avenue."
"2025-05-10 00:00:00","6553 W OHIO AV, MILWAUKEE, WI, 53219-4247","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","1924 E BRADFORD AV, MILWAUKEE, WI, 53211-4308","No Mow May Registration","",""
"2025-05-10 00:00:00","5565 N TEUTONIA AV, MILWAUKEE, WI, 53209-4841","Settlement","","Large depression on west Silver Spring drive near the Teutonia avenue overpass. I hit it with my car."
"2025-05-10 00:00:00","3930 N 54TH ST, MILWAUKEE, WI, 53216-2208","Garbage Cart: Damaged","","Cart is cracked in the middle, green notice attached to repair or replace."
"2025-05-10 00:00:00","5565 N TEUTONIA AV, MILWAUKEE, WI, 53209-4841","Barricade or Guardrail Problem","","The guard rail on silver spring drive underneath the Teutonia avenue bridge, really could use repair or replacement. It’s looked like this for over 20 years."
"2025-05-10 00:00:00","5565 N TEUTONIA AV, MILWAUKEE, WI, 53209-4841","Miscellaneous Street Maintenance Request","","Is it possible please, to have a street sweeper go through the underpass on silver spring drive, and clean this area on the street ? I have never seen this addressed. Thanx."
"2025-05-10 00:00:00","2172 N 55TH ST, MILWAUKEE, WI, 53208-1014","No Mow May Registration","",""
"2025-05-10 00:00:00","4130 N COLGATE CR, MILWAUKEE, WI, 53222-1736","Bulky Pickup & San Inspector Notification","","We have 4 mattresses to dispose of, they are in large tarpaulin containment bag"
"2025-05-10 00:00:00","10342 W VILLARD AV, MILWAUKEE, WI, 53225-4027","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","brush"
"2025-05-10 00:00:00","2785 N 98TH ST, MILWAUKEE, WI, 53222-4512","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","1541 W WANDA AV, MILWAUKEE, WI, 53221-4314","Dead Animal","","Dead squirrel"
"2025-05-10 00:00:00","3621 S 88TH ST, MILWAUKEE, WI, 53228-1531","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-10 00:00:00","4718 N 40TH ST, MILWAUKEE, WI, 53209-5812","Bulky Pickup & San Inspector Notification","","mattress , boxes, chairs"
"2025-05-10 00:00:00","3747 S MASSACHUSETTS AV, MILWAUKEE, WI, 53220-1762","Recycling Cart: No Cart","","This address is a two family residence with one address but two units.  The address only has one recycling cart.  Requesting a 2nd recycling cart for this address"
"2025-05-10 00:00:00","630 E CHAMBERS ST, A, MILWAUKEE, WI, 53212-2539","Potholes","","Pothole is in the intersection of N Pierce St and Chambers."
"2025-05-10 00:00:00","1823 W ASPEN ST, MILWAUKEE, WI, 53221-5231","Scattered Litter and Debris on Private Property","","The home at 1823 W. Aspen St. has lots of debri (junk) outside.  The property is not well maintained and there have been cars/boats in their driveway that have not been moved for over 5 YEARS.  Additionally, they leave their garbage carts out on the curb 24/7 and the grass has not been cut this year.  This has been an ongoing issue for years and years."
"2025-05-10 00:00:00","1318 N 40TH ST, MILWAUKEE, WI, 53208-2842","Large Items Discarded on Private Property","","Yard is full of miscellaneous debris, construction materials, trash, etc. Tenant has stated that debris belongs to landlord and that interior conditions are similar. Part of a car is abandoned back there and covered in vines."
"2025-05-09 00:00:00","3244 N 25TH ST, MILWAUKEE, WI, 53206-1234","Backwater","2025-05-09 00:00:00","Operator contacted the On-Duty Supervisor at 708-8395."
"2025-05-09 00:00:00","5232 N 91ST ST, MILWAUKEE, WI, 53225-0000","Potholes","","Large pothole in the south bound lane of N. 91st St. near Appleton Ave."
"2025-05-09 00:00:00","2920 N 27TH ST, MILWAUKEE, WI, 53210-2011","Vacant Property Left Unsecured/Open","2025-05-09 00:00:00","West entry door is unsecure."
"2025-05-09 00:00:00","1932 E KENILWORTH PL, MILWAUKEE, WI, 53202-1181","Bulky Pickup & San Inspector Notification","","I am moving out of my residence and have a small, 2 seat loveseat that needs to be picked up."
"2025-05-09 00:00:00","2535 N TEUTONIA AV, MILWAUKEE, WI, 53206-2537","Missed Collection: Garbage","","MISSED COLLECTION YESTERDAY"
"2025-05-09 00:00:00","5823 N 62ND ST, MILWAUKEE, WI, 53218-2006","Missed Collection: Recycling","","cart has been at the curb but was missed last weds"
"2025-05-09 00:00:00","4630 W HOYT PL, MILWAUKEE, WI, 53216-2327","Missed Collection: Recycling","","caller states whole block missed, callers cart at the curb"
"2025-05-09 00:00:00","5515 W SPRING LA, MILWAUKEE, WI, 53223-4342","Garbage Cart: No Cart","2025-05-09 00:00:00","SFH"
"2025-05-09 00:00:00","5515 W SPRING LA, MILWAUKEE, WI, 53223-4342","Collection Schedule - Garbage and Recycling","",""
"2025-05-09 00:00:00","5244 N 35TH ST, MILWAUKEE, WI, 53209-4704","Small Items Discarded on Private Property","2025-05-09 00:00:00","garbage bags with insulation and leaves not in any carts just on the ground"
"2025-05-09 00:00:00","10127 W ARCH AV, MILWAUKEE, WI, 53224-2660","Recycling Cart: Damaged","","sfh, wheel broke on one of 2 carts"
"2025-05-09 00:00:00","2106 W FOREST HOME AV, MILWAUKEE, WI, 53215-2565","Missed Collection: Recycling","","2r carts on time but not emptied, please collect..."
"2025-05-09 00:00:00","8812 W DENVER AV, MILWAUKEE, WI, 53224-4821","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-05-09 00:00:00","580 W COLLEGE AV","Street Light Out","","Streetlight on the corner of South 6th/College is out making it difficult to see pedestrians crossing after dark"
"2025-05-09 00:00:00","5945 S 6TH ST","Street Light Out","","Streetlight out near the road/sidewalk across from end of runway"
"2025-05-09 00:00:00","3239 N 58TH ST, MILWAUKEE, WI, 53216-3123","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Bush trimmings placed at curb for pickup"
"2025-05-09 00:00:00","2613 W CAPITOL DR, 3, MILWAUKEE, WI, 53206-1413","Furniture Discarded on Private Property","","Item has been here for several weeks & needs removal."
"2025-05-08 00:00:00","224 W SAVELAND AV, MILWAUKEE, WI, 53207-3845","No Mow May Registration","",""
"2025-05-08 00:00:00","3234 S DELAWARE AV, MILWAUKEE, WI, 53207-3021","Street Light Out","2025-05-09 00:00:00","Hi! The street light in front of our house was out last night. First time in such a long time. Please turn it back on. Thanks!"
"2025-05-08 00:00:00","2600 N 32ND ST, MILWAUKEE, WI, 53210-2506","Forestry Callback Request About Code Enforcement","2025-05-08 00:00:00","Hi Chris, please call me on my cell at 414-712-8211. RE: Encroachment Record # PWCF-25-00886"
"2025-05-08 00:00:00","3731 S 67TH ST, MILWAUKEE, WI, 53220-1858","Dead Animal","","Large Dead possum in traffic"
"2025-05-08 00:00:00","3469 S 20TH ST, MILWAUKEE, WI, 53215-4917","No Mow May Registration","",""
"2025-05-08 00:00:00","1919 N 24TH ST, MILWAUKEE, WI, 53205-1433","Missed Collection: Recycling","",""
"2025-05-08 00:00:00","502 S 71ST ST, MILWAUKEE, WI, 53214-1635","Garbage Cart: Missing","2025-05-09 00:00:00","I think I found an extra cart down the block. Please cancel my missing cart request."
"2025-05-08 00:00:00","364 E BAY ST, MILWAUKEE, WI, 53207-1236","Potholes","","undefined"
"2025-05-08 00:00:00","6627 W SPOKANE ST, MILWAUKEE, WI, 53223-5442","Branches or Bushes Encroaching Sidewalk","2025-05-08 00:00:00","Tree fell blocking walkway and steps"
"2025-05-08 00:00:00","3575 S 58TH ST, MILWAUKEE, WI, 53220-1435","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-05-09 00:00:00",""
"2025-05-08 00:00:00","1334 N 46TH ST, MILWAUKEE, WI, 53208-2741","Garbage Cart Collection Request: Cart Not at Collection Point","2025-05-08 00:00:00","Crew was in neighborhood 10mins before 7:00am caller states she just rolled her cart by 6:58am and crew emptied every neighbors"
"2025-05-08 00:00:00","1334 N 46TH ST, MILWAUKEE, WI, 53208-2741","INFO ONLY: Clean and Green Info","2025-05-08 00:00:00",""
"2025-05-08 00:00:00","1334 N 46TH ST, MILWAUKEE, WI, 53208-2741","INFO ONLY: E-Notify Questions or Problems","2025-05-08 00:00:00",""
"2025-05-08 00:00:00","2733 W WRIGHT ST, MILWAUKEE, WI, 53210-3108","Broken Branch Down - Not Blocking","2025-05-09 00:00:00","limb is down and on the lawn, not blocking"
"2025-05-08 00:00:00","2805 S KINNICKINNIC AV, MILWAUKEE, WI, 53207-2251","Collection Schedule - Garbage and Recycling","2025-05-09 00:00:00","We haven’t had a pick up for the past month."
"2025-05-08 00:00:00","2913 W MT VERNON AV, MILWAUKEE, WI, 53208-4242","Hardship Program Registration Request","2025-05-08 00:00:00",""
"2025-05-08 00:00:00","3756 S 53RD ST, MILWAUKEE, WI, 53220-2035","Light Pole Cover Open","2025-05-08 00:00:00","undefined"
"2025-05-08 00:00:00","2913 W MT VERNON AV, MILWAUKEE, WI, 53208-4242","Garbage Supervisor Notification","2025-05-08 00:00:00","Caller is asking to please inform crew Not to place carts in front of vehicles after servicing them Thank You"
"2025-05-08 00:00:00","2040 N 28TH ST, MILWAUKEE, WI, 53208-1517","City-Owned Building Weeds","2025-05-08 00:00:00","grass is very tall"
"2025-05-08 00:00:00","4447 N 74TH ST, MILWAUKEE, WI, 53218-5429","City Tree Dying, Dead, Sick, Losing Leaves or Leaking Sap","","THERE IS A HOLE IN THE TRUNK OF THE TREE AND ANIMALS ARE LIVING IN IT, CALLER THINKS TREE IS DYING"
"2025-05-08 00:00:00","1348 W WINDLAKE AV, MILWAUKEE, WI, 53215-2739","Missed Collection: Recycling","2025-05-09 00:00:00","no r collection in 3 weeks, r cart at curb on time but not emptied, please collect, please advise caller of any possible issues hindering collection..."
"2025-05-08 00:00:00","3176 N 52ND ST, MILWAUKEE, WI, 53216-3240","Property Not Recorded Properly","","not recorded"
"2025-05-08 00:00:00","3211 W LAPHAM ST, MILWAUKEE, WI, 53215-0000","Garbage Cart: Missing","","G Cart broke while dumping, crew tossed it."
"2025-05-07 00:00:00","5355 S 22ND ST, MILWAUKEE, WI, 53221-3847","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-05-08 00:00:00","Tree branches are on curb."
"2025-05-07 00:00:00","6453 N 93RD ST, MILWAUKEE, WI, 53224-5201","Recycling Cart: Damaged","2025-05-08 00:00:00","Wheel broken off cart"
"2025-05-07 00:00:00","2457 N 53RD ST, MILWAUKEE, WI, 53210-2721","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-05-08 00:00:00",""
"2025-05-07 00:00:00","1955 S 6TH ST, MILWAUKEE, WI, 53204-3913","Miscellaneous Street Maintenance Request","","Hi! The alley that connects between 6th-7th, on the south end, really needs a safety mirror since it’s a 3 way alley. There’s a major blind spot. Please help!"
"2025-05-07 00:00:00","3182 N TEUTONIA AV, MILWAUKEE, WI, 53206-2264","City Tree Down","2025-05-07 00:00:00","Report of a city tree down blocking the driveway in the rear. Operator left a detailed message with B. Marion."
"2025-05-07 00:00:00","2447 N BREMEN ST, MILWAUKEE, WI, 53212-3035","Brush Pickup Request, Less than 2 Cubic Yards, April-November","2025-05-07 00:00:00",""
"2025-05-07 00:00:00","2871 N 50TH ST, MILWAUKEE, WI, 53210-1654","Garbage Cart: Additional","","Please provide 1 additional garbage cart"
"2025-05-07 00:00:00","5915 W WASHINGTON BL, MILWAUKEE, WI, 53208-1654","Missed Collection: Garbage","","Missed pickup but cans were out on time"
"2025-05-07 00:00:00","3182 N TEUTONIA AV, MILWAUKEE, WI, 53206-2264","City Tree Down","2025-05-07 00:00:00","Blocking Driveway. Called 1C"
"2025-05-07 00:00:00","3959 N 19TH PL, MILWAUKEE, WI, 53206-0000","INFO ONLY: Garbage Disposal Info Request","2025-05-07 00:00:00",""
"2025-05-07 00:00:00","2130 E BRADFORD AV, MILWAUKEE, WI, 53211-0000","Rats or Rat Harborage","","Rat Problem"
"2025-05-07 00:00:00","2112 E BRADFORD AV, MILWAUKEE, WI, 53211-4054","Rats or Rat Harborage","2025-05-07 00:00:00","Rat problem"
"2025-05-07 00:00:00","2119 E BRADFORD AV, MILWAUKEE, WI, 53211-4055","Rats or Rat Harborage","2025-05-07 00:00:00","Rat Problem"
"2025-05-07 00:00:00","1805 S 22ND ST, MILWAUKEE, WI, 53204-3008","Dead Animal","2025-05-08 00:00:00","possum in the middle of the street"
"2025-05-07 00:00:00","2113 E BRADFORD AV, MILWAUKEE, WI, 53211-4055","Rats or Rat Harborage","2025-05-07 00:00:00","Rat problem"
"2025-05-07 00:00:00","8907 W CARMEN AV, MILWAUKEE, WI, 53225-2814","Missed Collection: Garbage","2025-05-07 00:00:00","on time but not emptied, all others left & right already collected this morning, please collect..."
